Age,Profession,Sex,Province,S_Occasion,S_Frequency,S_Screentime,S_Time(weekday),S_Time(weekend),S_Usage(festival),S_Influence,C_Frequency,C_Favorite,C_BestBrand,C_Occasion,C_Fresh_Taste,C_Intense,C_Smooth,C_Acidic,C_Aroma,C_Alert,C_Origin,C_Portable,C_Value,C_Nutrition,C_Brand_Trust,C_Premium_Look,T_Occasion,T_Frequency,T_Favorite,T_Reason,T_Trial,T_Channel,T_Aroma,T_Intense,T_No_Sugar,T_Zero_Cal,T_Nutrition,T_Origin,T_Brew_Method,T_Portable,T_Brand_Trust,T_Premium_Look,Cluster_ID
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ทุกวัน,1-2 ชม./วัน,9.00-17.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,"โทรทัศน์, สื่อ ณ จุดขาย",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,5-6 ครั้ง/อาทิตย์,5-6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โทรทัศน์, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",แคปซูลกาแฟ,แคปซูลกาแฟ,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้มากกว่าปกติ,สื่อ ณ จุดขาย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Binary,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,5.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ดื่มง่าย,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ทุกวัน,มากกว่า 6 ชม./วัน,9.00-17.59น.,18.00-21.59น.,ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม,ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,อร่อย,ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,ชอบชา
50ปี ขึ้นไป,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,ทุกวัน,5-6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โทรทัศน์, บิลบอร์ด/ป้ายโฆษณา, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แอปพลิเคชั่นแชท/ส่งเมสเสจ เช่น LINE, Facebook Messenger",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,SCC,ดื่มระหว่างเดินทาง/ขับรถ,5.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,18.00-21.59น.,ใช้เท่าเดิม,"โทรทัศน์, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ไม่ดื่มชาเขียวพร้อมดื่ม (Ready to drink) เลย,"ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ปลอดภัย สะอาด คุมความหวานได้,ลองถ้าเห็นคนรีวิวเยอะ,ซื้อจากร้านสะดวกซื้อ เช่น 7-11,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,ชอบชา
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Facebook,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, เว็บไซต์",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Best,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มระหว่างเดินทาง/ขับรถ",4.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,TikTok,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แอปพลิเคชั่นแชท/ส่งเมสเสจ เช่น LINE, Facebook Messenger",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,ดื่มชาแก้วเพราะร้านชงอร่อย,ลองถ้าเห็นคนรีวิวเยอะ,ซื้อจากร้านสะดวกซื้อ เช่น 7-11,5.0,4.0,1.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,นนทบุรี,TikTok,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"สื่อ ณ จุดขาย, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, เว็บไซต์",แคปซูลกาแฟ,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า,ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,ไม่ชอบทำชากินเอง,ลองถ้ามีสินค้ามาแจก (Product Sampling),ซื้อจากร้านสะดวกซื้อ เช่น 7-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,TikTok,ทุกวัน,3-4 ชม./วัน,"18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",แคปซูลกาแฟ,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม,"ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",หอม รสชาติดี ไม่มีน้ำตาล,"ลองถ้าเห็นคนรีวิวเยอะ, ลองถ้ามีสินค้ามาแจก (Product Sampling)",ซื้อจากร้านสะดวกซื้อ เช่น 7-11,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,ภูเก็ต,Twitter,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, เว็บไซต์",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล, ดื่มระหว่างเดินทาง/ขับรถ, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชาแก้วขายตามร้าน เช่น Kamu,สดใหม่ อร่อย สะดวก,"ลองเลย ชอบลองของออกใหม่อยู่แล้ว, ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,ชอบทั้งกาแฟและชา
